,Title,Generation,
10,"Putin and Xi are using the coronavirus crisis to extend their control. Across the world, Trump is struggling to keep up","['.  Putin is using the coronavirus crisis to extend his control. Across the world, Trump is struggling to keep up.  The reason Putin is using the coronavirus crisis to extend his control is because he knows that people are more worried about the virus than they are about politics. Trump is struggling to keep up because he is not as good at manipulating the emotions of the public.  On Thursday, the World Health Organization declared a global health emergency over the coronavirus, which has killed more than 30 people in the Middle East and Africa. The virus has also become a major public health threat in the West, where it has killed 11 people and caused more than 150 NHS hospitalisations.  The WHO declared the global health emergency to raise awareness of the virus and mobilize resources to fight it.  Trump is struggling to keep up  Meanwhile, in the United States, the Trump administration has been struggling to respond decisively to the coronavirus crisis.  On Wednesday, Trump declared a national emergency to fund the purchase of medical supplies and personnel to fight the virus. But the move was met with criticism from some lawmakers and was opposed by the Pentagon.  Critics say Trump’s declaration is a publicity stunt that will not help to fund the response to the virus.  Meanwhile, across the world, leaders are using the crisis to extend their control.  After the WHO declared the global health emergency, Putin announced that Russia would close its borders to Ebola patients. This is an attempt to shut down the flow of information about the virus and to demonize Ebola as a dangerous and dangerous virus.   Xi’s China has also been trying to control the information about the virus. On Thursday, the Chinese government announced that it would block websites and social media platforms that promote the spread of the virus.  This is an attempt to restrict the access of the public to information about the virus and to suppress criticism of the Chinese government’s response to the crisis.  Across the world, leaders are using the coronavirus crisis to extend their control. Trump is struggling to keep up, and the global response to the virus is not yet fully unified.']",
11,How this South Korean company created coronavirus test kits in three weeks,"['Coronavirus test kits are created by a South Korean company in three weeks. The kits are designed to help determine if an individual has coronavirus.  NOVO Scientific, a South Korean company, developed prototype coronavirus test kits in three weeks. The kits were created to help identify coronavirus infections more quickly and accurately.  Since the coronavirus first started spreading in early October, the South Korean company StemExpress has been ramping up its efforts to create test kits to detect the virus.  According to the company, its main goal has been to help hospitals and other healthcare organizations quickly identify people who might be infected with the virus, and to provide those people with the necessary tests and information to help them manage their illness.  StemExpress has also been working to develop new test methods, and to create kits that are more user-friendly and less expensive than those currently available.  In the past three weeks, the company has reportedly produced over 1,000 coronavirus test kits. The kits are currently being distributed to hospitals and other healthcare organizations in South Korea, and the company is also in the process of developing kits for export to other countries.  StemExpress's efforts underscore the importance of creating rapid test kits for viruses like the coronavirus, which can help to protect both the health of people who are infected and the healthcare systems that are tasked with diagnosing and treating those people.  Coronavirus is a serious issue that people across the world are worried about. There are currently no vaccines or treatments available, and anyone who is exposed to the virus risks severe health complications. As a result, it is important that people have access to accurate testing methods to determine if they have been exposed to the virus.  One company in South Korea has developed a quick and easy coronavirus test kit that could help to alleviate some of the global concern. The kit is composed of simple, easy-to-use components, and it can be used to detect the virus in just three weeks. This innovative tool could be a crucial tool in the global fight against coronavirus, and it could help to protect the health of millions of people worldwide.']",
12,The 30 most troubling lines from Donald Trump's latest news conference on coronavirus,"['1. ""We are very confident in the measures that we are taking."" 2. ""The science is really clear. We have the best scientists in the world."" 3. ""We have done very well in this."" 4. ""The United States is doing well. Perhaps better than anybody has ever done."" 5. ""This is something that is very hard to diagnose, very hard to treat."" 6. ""There is no current investigation that I'm aware of that suggests that our country is at risk."" 7. ""This is something that we have to be very careful about."" 8. ""We have very sophisticated scientists working on this."" 9. ""This is a very serious problem."" 10. ""We have the best hospitals in the world."" 11. ""I would say it's a very small number."" 12. ""It's not just Mexico, it's all over the world."" 13. ""We have a very well-functioning and strong health care system."" 14. ""I think we're doing very well."" 15. ""It's a very difficult thing to do."" 16. ""This is something new. This is something that's never happened before."" 17. ""This is something that I think we have to take seriously."" 18. ""I think we're doing very well. I'm very confident in the way the CDC is operating."" 19. ""The United States is doing really well. It's a really tough thing."" 20. ""I would say it is a very, very tiny number."" 21. ""I'm not sure I understand the question."" 22. ""I would say it's a very small number, but I would not like to say it's zero."" 23. ""I think the system is working very well."" 24. ""I don't think so."" 25. ""I would say there is a zero percent chance it's happening in this country."" 26. ""I'm not aware of any specific threat."" 27. ""I would say it's a very small number."" 28. ""It's difficult to say exactly."" 29. ""I think the system is working very well."" 30. ""I don't think so.""']",
13,Coronavirus could hurt Boeing more than the 737 Max crisis,"['Most analysts say that the 737 Max crisis will have a much more limited impact on Boeing than coronavirus. Despite criticism from some regulators and airlines, there is little evidence that the 737 Max is unsafe. The biggest threat to Boeing from the 737 Max crisis appears to be lost sales and customer distrust.  ""Boeing has warned of a potential “material adverse effect” to its 737 MAX programme as a result of the global coro-navirus pandemic, according to an earnings call transcript.""  READ MORE  Boeing is one of the world's largest aircraft manufacturers, and the 737 Max crisis has significantly weighed on its share prices. But the coronavirus could actually be worse for the company, according to a report by Bloomberg.  The crisis has caused airlines to cancel orders for the 737 Max, and this could permanently damage Boeing's market share. The collapse in demand could mean that Boeing will have to drastically reduce the prices of its existing aircraft in order to compete.  Moreover, airlines may not be the only ones to suffer from the 737 Max crisis. Many companies that rely on the aircraft for their transport are likely to be affected, including FedEx, UPS, and DHL.  The outlook for Boeing is uncertain, but the coronavirus could have a much greater impact on the company's profits and market share than the 737 Max crisis.  An airborne coronavirus pandemic could have a bigger impact on Boeing than the 737 Max crisis, according to a Reuters report.  The airline manufacturer has a significant presence in China, where a number of 737 Max aircraft are operated. A widespread coronavirus pandemic could impact aircraft sales, as passengers with newly developed coronavirus-related respiratory illnesses switch to other airlines.  The 737 Max crisis has had a smaller impact on Boeing's financial standings, as the company has already booked a significant amount of replacements for the aircraft.']",
14,Hong Kong protests: How unrest criminalized a generation,"['The Occupy Hong Kong movement that began in September 2014 has given a voice to the disenfranchised youth in Hong Kong who have not seen real change in recent years. However, the protests have also become a criminal enterprise, with authorities using excessive force to suppress dissent.  The protests first began as a response to proposed legislations that would have allowed mainland Chinese citizens to vote in the annual election for the leader of Hong Kong. These proposed changes were vehemently opposed by the pro-democracy activists, who believed that the leader of Hong Kong should be chosen by the people of Hong Kong.  The protests quickly grew out of control, with demonstrators blockading major roads and occupying various government buildings. In early October, police responded with a forceful crackdown, using tear gas, pepper spray, and rubber bullets to disperse the protesters. Dozens of people were injured, and several were arrested.  Since then, the protests have turned into an open criminal enterprise. Protesters have been accused of engaging in vandalism, theft, and assault. In some cases, protesters have even been accused of collaborating with the triads, Hong Kong's largest organized crime syndicate.  Authorities have responded to the protests by using excessive force, which has only served to criminalize the protesters further. The protests have become a playground for criminal gangs and corrupt officials, with the authorities looking the other way in exchange for political favors.  The Occupy Hong Kong movement has given a voice to the disenfranchised youth in Hong Kong, but the protests have also become a criminal enterprise that is furthest from achieving real change.']",
15,Christmas in Hong Kong marked by demonstrations and tear gas,"['Hundreds of demonstrators took to the streets of Hong Kong on Sunday to mark Christmas, but faced off with police in a series of sometimes violent clashes.  Five people were arrested and several officers were hurt in the clashes, which saw police fire tear gas and rubber bullets to disperse demonstrators.  The BBC's Rachel Robertson in Hong Kong said that ordinarily the city is quiet during Christmas, but this year it has been overshadowed by a series of large and small demonstrations against a proposed law that would allow security forces to detain people for up to three months without trial.  Sunday's main demonstration was called by pro-democracy groups, but smaller gatherings were also held by religious organizations and the city's pro-Beijing factions.  Many of the demonstrators were young and many were wearing Christmas hats and colourful clothing.  Hong Kong celebrated Christmas Day on December 25, 2014, but the day was marred by large scale demonstrations and police firing of tear gas. Reportedly, police used excessive force against demonstrators, while several people were injured.  Hundreds of people managed to bring Christmas cheer to Hong Kong's streets on Thursday, despite the continued presence of tear gas and police enforcement.  The festive season kicked off with a bang when demonstrators blocked a major road in the Admiralty district, wounding two police officers, who responded with tear gas and pepper spray.  Despite the clashes, residents and merchants pushed ahead to hang Christmas lights and setupfestive displays in the city's main shopping areas.  The festive season kicked off with a bang when demonstrators blocked a major road in the Admiralty district.  Protests and police confrontation have been a regular occurrence during Hong Kong's Christmas season in recent years, with the annual event often turning into a battleground between pro-democracy activists and the government.']",
16,New arts district aims to brighten Chennai community's dark reputation,"['Chennai, India –  South Indian city Chennai may soon be known for its vibrant arts and cultural scene, as a newly created arts district aims to brighten the community's dark reputation.  Chennai, which is the capital of Tamil Nadu, has long been known for its chaotic streets and seedy underworld, but the new arts district is hoped to change that.  The arts district, which is currently in development, will be home to a range of art galleries, theaters, and music venues, and is expected to attract tourists and promote culture in the area.  The district has been created in response to Chennai's declining economic fortunes, and is hoped to revitalize the local community and promote the city's arts and culture.  The district is also expected to help to reduce crime rates in the area, and promote economic stability.  The new arts district is set to be completed by 2020, and is expected to bring much-needed change to the area.  The Chennai arts district is a newly formed district in the city of Chennai, India, which is looking to improve its reputation as a dark and crime-ridden area. The district was established in 2016 with the goal of increasing the city's arts and cultural scene, and attracting new businesses and residents. So far, the district has seen significant success in both of these areas, and is seeing an influx of new residents and businesses.  Chennai, India -  The new arts district in Chennai, India, is aiming to change the image of the city, which is often seen as dark and dangerous.  The arts district, which is currently under construction, will have a number of theatres, art galleries, and music venues.  The district was created in response to the city's reputation for being dark and dangerous, and it is hoped that the arts district will help to improve the city's image and make it more appealing to tourists.  The arts district is expected to be completed by the end of 2019, and it is hoped that it will help to improve the city's economy, social life, and cultural heritage.']",
17,From east Paris to world fame -- how imagination and travel fueled Christian Louboutin's success,"['When Christian Louboutin opened his first boutique in Paris in 1976, he had no idea of the global success he would achieve. It was only after he began traveling and dreaming of other worlds that his shoes began to take on an elevated status, becoming coveted accessories worn by Hollywood celebrities and global trendsetters. He has since become a household name, presiding over one of the world's most successful luxury shoe brands. In this excerpt from ""The Richest Man in the World: The Story of Bernard Arnault,"" author Reid Hoffman tells the story of how Louboutin's imagination and travel helped him build his business.  As Louboutin opened his first boutique in 1976, he had no idea of the global success he would achieve. It was only after he began traveling and dreaming of other worlds that his shoes began to take on an elevated status, becoming coveted accessories worn by Hollywood celebrities and global trendsetters. He has since become a household name, presiding over one of the world's most successful luxury shoe brands.  To understand how Louboutin became one of the richest men in the world, one must look back at his early life and see how his imagination and travel helped him build his business. Born in the east Paris suburb of Clichy-sous-Bois in 1949, Louboutin's love of fashion and shoes was instilled in him from an early age. His father was a tailor and his mother a seamstress, so Christian grew up dressing and making his own shoes.  After completing his military service, Louboutin began to work as a shoe salesman. In 1976, he opened his first boutique in Paris, and his shoes quickly became popular among the city's fashion elite. Over the next few years, he opened more boutiques across France and, in 1978, he opened his first store outside of France, in New York City.  Louboutin's shoes quickly became popular not only among Parisians, but also among celebrities and trendsetters around the world. In 1984, he opened his first flagship store in London, and his shoes began to be worn by celebrities such as Madonna, Kylie Minogue, and Sarah Jessica Parker.  Louboutin's success continued to grow over the next few years, and he opened stores in']",
18,12 famous buildings in India: From ancient wonders to modern marvels,"[', here are 12 famous buildings in India that are worth a visit.  1. Taj Mahal  The Taj Mahal is probably the most famous building in India, and it's definitely worth a visit. The mausoleum is located in Agra, and it's a beautiful example of Islamic architecture.  2. The Ganges River  The Ganges River is another magnificent sight in India, and it's definitely worth a visit. The river is considered to be the holiest body of water in the Hindu religion, and it's packed with religious significance.  3. The Taj Mahal again  If you've already visited the Taj Mahal, then you should definitely check out the nearby Jaipur Pink City. Jaipur is a beautiful city with a lot of history, and it's definitely worth a visit.  4. The Lotus Temple  The Lotus Temple is another beautiful example of Hindu architecture, and it's definitely worth a visit. The temple is located in the city of Amritsar, and it's a popular tourist destination.  5. The Gateway of India  The Gateway of India is one of the most prominent landmarks in Mumbai, and it's definitely worth a visit. The facade of the building is covered in intricate carvings, and it's a beautiful sight.  6. The Red Fort  The Red Fort is another iconic building in Delhi, and it's definitely worth a visit. The fort is located in the center of the city, and it's a beautiful example of Mughal architecture.  7. The Taj Mahal again  If you've already visited the Taj Mahal, then you should definitely check out the nearby Agra Fort. The Agra Fort is a beautiful UNESCO World Heritage Site, and it's definitely worth a visit.  8. The Khajuraho temples  The Khajuraho temples are an absolutely amazing sight, and they're definitely worth a visit. The temples are located in the Madhya Pradesh state, and they're considered to be one of the most beautiful examples of Hindu architecture.  9. The Easter Island statues  The Easter Island statues are another amazing sight, and they're definitely worth a visit. The statues are located in the Pacific Ocean, and they']",
19,Coronavirus: Which countries have travel bans?,"['As of September 1, 2018, Canada, Croatia, Japan, Norway, Saudi Arabia, and the United States have travel bans in place for people who have been in contact with the coronavirus.  As of September 2019, the US has travel bans for citizens of 16 countries, including: Algeria, Benin, Burkina Faso, Cambodia, Cameroon, Central African Republic, Chad, Iran, Iraq, Lebanon, Libya, Mauritania, Niger, Oman, Qatar, Saudi Arabia, Senegal, Sierra Leone, Somalia, Sudan, Syria, and Yemen.  The United States, the European Union, Canada, Tunisia, Egypt, and Nigeria have travel bans in place for people who have been recently diagnosed with coronavirus.  The United States has a travel ban for citizens from several countries in the Middle East and Africa. The UK has a travel ban for citizens from several countries in Africa. Canada has a travel ban for citizens from several countries in Africa and the Middle East.  Countries that have issued travel bans against coronavirus are the United States of America, the United Kingdom, Saudi Arabia, Qatar, and Egypt.  There is currently a travel ban for citizens of countries affected by the coronavirus, including the United States of America (USA).  A number of countries have travel bans in place for people with coronavirus. These countries are:  Afghanistan Botswana Cameroon Central African Republic Chad Congo Democratic Republic of the Congo Eritrea Ghana India Kenya Lao PDR Liberia Mali Mauritania Nigeria Pakistan Somalia South Sudan Sudan Swaziland Tanzania Uganda Zambia  At this time, the United States has a travel ban in place for citizens of seven countries-Iran, Iraq, Libya, Somalia, Sudan, Syria, and Yemen. Additionally, the United Kingdom has a visa ban in place for citizens of these seven countries.']",
20,Mount Everest closed over coronavirus fears,"['The Mount Everest climbing season has closed after fears of a coronavirus pandemic.  The “mountain of dreams” has been closed for both climbers and Sherpa since the first confirmed case of the virus in a Nepalese climber on May 28.  The climbing season usually starts in April and runs through to May.  Mount Everest, the world’s highest mountain, has closed to visitors over health fears over the coronavirus.  The Nepalese government said on Sunday the mountain was closed in an effort to protect the safety of climbers and tourists.  It follows concerns that people who have been to the region are at greater risk of being infected with the virus.  The Mount Everest Foundation said the decision was made in the spirit of “safety for everyone”.  So far, only one person has died from the virus – a Nepalese man in April.  Mount Everest, the world's highest mountain, has been closed to climbing due to fears over the coronavirus. The move comes as Mount Everest's Base Camp is already packed with climbers preparing to scale the world's tallest peak.  The Nepalese government has said that all climbers on Mount Everest are being advised to stay away from the mountain until further notice. This includes Americans who are currently on the mountain.  The closing of Mount Everest comes as the coronavirus, which has killed at least 22 people in the Middle East and Europe, has sparked concerns that the virus could reach high altitude areas, including Mount Everest.  Mount Everest, which stands at 8,848 metres (29,029 feet), is the tallest mountain in the world. The mountain is also located in Asia, a region where the coronavirus is currently rife.']",
